Sample in Buffer,Sample in Window,TRIGGER,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_1[0:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_2[2:1],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len[3:3],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S_nxt[3:0],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/FREE_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_addr[31:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_datain[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_dataout[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/MAIN_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_size[7:0],aquila_soc_i/aquila_0/inst/aquila_core/dcache_is_flushing,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_done,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_rw,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_strobe,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request_o,u_ila_0_stall_i
395,395,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
396,396,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
397,397,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
398,398,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
399,399,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
400,400,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
401,401,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
402,402,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
403,403,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
404,404,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
405,405,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
406,406,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
407,407,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
408,408,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
409,409,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
410,410,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
411,411,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
412,412,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
413,413,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
414,414,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
415,415,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
416,416,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
417,417,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
418,418,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
419,419,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
420,420,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
421,421,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
422,422,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
423,423,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
424,424,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
425,425,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
426,426,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
427,427,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
428,428,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
429,429,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
430,430,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
431,431,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
432,432,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
433,433,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
434,434,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
435,435,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
436,436,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
437,437,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
438,438,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
439,439,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
440,440,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
441,441,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
442,442,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
443,443,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
444,444,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
445,445,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
446,446,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
447,447,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
448,448,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
449,449,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
450,450,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
451,451,0,0,0,0,1,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
452,452,0,0,0,0,0,1,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
453,453,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
454,454,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
455,455,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
456,456,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
457,457,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
458,458,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,0
459,459,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
460,460,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
461,461,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
462,462,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
463,463,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
464,464,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
465,465,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
466,466,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
467,467,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
468,468,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
469,469,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
470,470,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
471,471,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
472,472,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
473,473,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
474,474,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
475,475,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
476,476,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
477,477,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
478,478,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
479,479,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
480,480,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
481,481,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
482,482,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
483,483,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
484,484,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
485,485,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
486,486,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
487,487,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
488,488,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
489,489,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
490,490,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
491,491,0,0,0,0,0,0,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,0,0,0,0,0,0,1
