Sample in Buffer,Sample in Window,TRIGGER,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_1[0:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len_2[2:1],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/read_len[3:3],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S_nxt[3:0],aquila_soc_i/aquila_0/inst/aquila_core/D_Cache/S[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/FREE_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_addr[31:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_datain[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_dataout[255:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/allocator/MAIN_ST[3:0],aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_size[7:0],aquila_soc_i/aquila_0/inst/aquila_core/dcache_is_flushing,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_done,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_rw,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/dmm_unit_strobe,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request,aquila_soc_i/aquila_0/inst/aquila_core/Memory_Management/free_request_o,u_ila_0_stall_i
782,782,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
783,783,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
784,784,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
785,785,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
786,786,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
787,787,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
788,788,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
789,789,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
790,790,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
791,791,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
792,792,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
793,793,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
794,794,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
795,795,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
796,796,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
797,797,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
798,798,0,0,0,0,6,6,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,1,0,0,1
799,799,0,0,0,0,7,6,0,8001c0e0,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,1,1,1,0,0,1
800,800,0,0,0,0,6,7,0,8001c0e0,0000000000000000000000000000000000000000000000000000000000000000,0a747075000000007265735574786520616e72656e69206c727265740a747075,"IDLE",08,1,0,1,0,0,0,1
801,801,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
802,802,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
803,803,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
804,804,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
805,805,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
806,806,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
807,807,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
808,808,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
809,809,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
810,810,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
811,811,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
812,812,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
813,813,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
814,814,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
815,815,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
816,816,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
817,817,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
818,818,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
819,819,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
820,820,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
821,821,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
822,822,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
823,823,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
824,824,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
825,825,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
826,826,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
827,827,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
828,828,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
829,829,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
830,830,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
831,831,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
832,832,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
833,833,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
834,834,0,0,0,0,6,6,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,1,0,0,1
835,835,0,0,0,0,7,6,0,8001c100,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,1,1,1,0,0,1
836,836,0,0,0,0,6,7,0,8001c100,0000000000000000000000000000000000000000000000000000000000000000,00000000617075536976726520726f73657478656c616e72746e692075727265,"IDLE",08,1,0,1,0,0,0,1
837,837,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
838,838,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
839,839,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
840,840,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
841,841,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
842,842,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
843,843,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
844,844,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
845,845,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
846,846,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
847,847,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
848,848,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
849,849,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
850,850,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
851,851,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
852,852,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
853,853,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
854,854,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
855,855,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
856,856,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
857,857,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
858,858,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
859,859,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
860,860,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
861,861,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
862,862,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
863,863,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
864,864,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
865,865,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
866,866,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
867,867,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
868,868,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
869,869,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
870,870,0,0,0,0,6,6,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,1,0,0,1
871,871,0,0,0,0,7,6,0,8001c120,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,1,1,1,0,0,1
872,872,0,0,0,0,6,7,0,8001c120,0000000000000000000000000000000000000000000000000000000000000000,000a74706863614d20656e69657478656c616e72746e692075727265000a7470,"IDLE",08,1,0,1,0,0,0,1
873,873,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
874,874,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
875,875,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
876,876,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
877,877,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
878,878,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
879,879,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
880,880,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
881,881,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
882,882,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
883,883,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
884,884,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
885,885,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
886,886,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
887,887,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
888,888,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
889,889,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
890,890,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
891,891,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
892,892,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
893,893,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
894,894,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
895,895,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
896,896,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
897,897,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
898,898,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
899,899,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
900,900,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
901,901,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
902,902,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
903,903,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
904,904,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
905,905,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
906,906,0,0,0,0,6,6,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
907,907,0,0,0,0,7,6,0,8001c140,d808490b4d1d2a81f9c898b9452b7241dcfb57a47b0be007e47b0f69eefb8327,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,1,1,1,0,0,1
908,908,0,0,0,0,6,7,0,8001c140,0000000000000000000000000000000000000000000000000000000000000000,6e6b6e55206e776f65746e697075727200000a7474736e4974637572206e6f69,"IDLE",08,1,0,1,0,0,0,1
909,909,0,0,0,0,6,6,0,00000000,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000,"IDLE",08,1,0,0,0,0,0,1
910,910,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
911,911,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
912,912,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
913,913,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
914,914,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
915,915,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
916,916,0,0,0,0,6,6,0,8001c160,0000000000000000000000000000000000000000000000000000000000000000,72646461207373656173696d6e67696c000a646574736e4974637572206e6f69,"IDLE",08,1,0,1,1,0,0,1
